SQL> set line 150
SQL> select employee_id, first_name, salary, hire_date, department_id from employees;

EMPLOYEE_ID FIRST_NAME               SALARY HIRE_DATE DEPARTMENT_ID                                                                                   
        173 Sundita                    6100 21-APR-08            80                                                                                   
        202 Pat                        6000 17-AUG-05            20                                                                                   
        104 Bruce                      6000 21-MAY-07            60                                                                                   
        124 Kevin                      5800 16-NOV-07            50                                                                                   
        106 Valli                      4800 05-FEB-06            60                                                                                   
        105 David                      4800 25-JUN-05            60                                                                                   
        200 Jennifer                   4400 17-SEP-03            10                                                                                   
        184 Nandita                    4200 27-JAN-04            50                                                                                   
        107 Diana                      4200 07-FEB-07            60                                                                                   
        185 Alexis                     4100 20-FEB-05            50                                                                                   
        192 Sarah                      4000 04-FEB-04            50                                                                                   
        193 Britney                    3900 03-MAR-05            50                                                                                   
        188 Kelly                      3800 14-JUN-05            50                                                                                   
        189 Jennifer                   3600 13-AUG-05            50                                                                                   
        137 Renske                     3600 14-JUL-03            50                                                                                   
        141 Trenna                     3500 17-OCT-03            50                                                                                   
        186 Julia                      3400 24-JUN-06            50                                                                                   
        133 Jason                      3300 14-JUN-04            50                                                                                   
        129 Laura                      3300 20-AUG-05            50                                                                                   
        125 Julia                      3200 16-JUL-05            50                                                                                   
        194 Samuel                     3200 01-JUL-06            50                                                                                   
        180 Winston                    3200 24-JAN-06            50                                                                                   
        138 Stephen                    3200 26-OCT-05            50                                                                                   
        115 Alexander                  3100 18-MAY-03            30                                                                                   
        196 Alana                      3100 24-APR-06            50                                                                                   
        181 Jean                       3100 23-FEB-06            50                                                                                   
        142 Curtis                     3100 29-JAN-05            50                                                                                   
        197 Kevin                      3000 23-MAY-06            50                                                                                   
        187 Anthony                    3000 07-FEB-07            50                                                                                   
        116 Shelli                     2900 24-DEC-05            30                                                                                   
        190 Timothy                    2900 11-JUL-06            50                                                                                   
        134 Michael                    2900 26-AUG-06            50                                                                                   
        117 Sigal                      2800 24-JUL-05            30                                                                                   
        195 Vance                      2800 17-MAR-07            50                                                                                   
        183 Girard                     2800 03-FEB-08            50                                                                                   
        130 Mozhe                      2800 30-OCT-05            50                                                                                   
        139 John                       2700 12-FEB-06            50                                                                                   
        126 Irene                      2700 28-SEP-06            50                                                                                   
        118 Guy                        2600 15-NOV-06            30                                                                                   
        199 Douglas                    2600 13-JAN-08            50                                                                                   
        198 Donald                     2600 21-JUN-07            50                                                                                   
        143 Randall                    2600 15-MAR-06            50                                                                                   
        119 Karen                      2500 10-AUG-07            30                                                                                   
        131 James                      2500 16-FEB-05            50                                                                                   
        191 Randall                    2500 19-DEC-07            50                                                                                   
        144 Peter                      2500 09-JUL-06            50                                                                                   
        182 Martha                     2500 21-JUN-07            50                                                                                   
        140 Joshua                     2500 06-APR-06            50                                                                                   
        135 Ki                         2400 12-DEC-07            50                                                                                   
        127 James                      2400 14-JAN-07            50                                                                                   
        136 Hazel                      2200 06-FEB-08            50                                                                                   
        128 Steven                     2200 08-MAR-08            50                                                                                   
        132 TJ                         2100 10-APR-07            50                                                                                   

107 rows selected.

SQL> select department_id, salary from employees order by department_id asc, salary desc;

DEPARTMENT_ID     SALARY                                                                                                                              
------------- ----------                                                                                                                              
           10       4400                                                                                                                              
           20      13000                                                                                                                              
           20       6000                                                                                                                              
           30      11000                                                                                                                              
           30       3100                                                                                                                              
           30       2900                                                                                                                              
           30       2800                                                                                                                              
           30       2600                                                                                                                              
           30       2500                                                                                                                              
           40       6500                                                                                                                              
           50       8200                                                                                                                              
           50       8000                                                                                                                              
           50       7900                                                                                                                              
           50       6500                                                                                                                              
           50       5800                                                                                                                              
           50       4200                                                                                                                              
           50       4100                                                                                                                              
           50       4000                                                                                                                              
           50       3900                                                                                                                              
           50       3800                                                                                                                              
           50       3600                                                                                                                              
           50       3600                                                                                                                              
           50       3500                                                                                                                              
           50       3400                                                                                                                              
           50       3300                                                                                                                              
           50       3300                                                                                                                              
           50       3200                                                                                                                              
           50       3200                                                                                                                              
           50       3200                                                                                                                              
           50       3200                                                                                                                              
           50       3100                                                                                                                              
           50       3100                                                                                                                              
           50       3100                                                                                                                              
           50       3000                                                                                                                              
           50       3000                                                                                                                              
           50       2900                                                                                                                              
           50       2900                                                                                                                              
           50       2800                                                                                                                              
           50       2800                                                                                                                              
           50       2800                                                                                                                              
           50       2700                                                                                                                              
           50       2700                                                                                                                              
           50       2600                                                                                                                              
           50       2600                                                                                                                              
           50       2600                                                                                                                              
           50       2500                                                                                                                              
           50       2500                                                                                                                              
           50       2500                                                                                                                              
           50       2500                                                                                                                              
           50       2500                                                                                                                              
           50       2400                                                                                                                              
           50       2400                                                                                                                              
           50       2200                                                                                                                              
           50       2200                                                                                                                              
           50       2100                                                                                                                              
           60       9000                                                                                                                              
           60       6000                                                                                                                              
           60       4800                                                                                                                              
           60       4800                                                                                                                              
           60       4200                                                                                                                              
           70      10000                                                                                                                              
           80      14000                                                                                                                              
           80      13500                                                                                                                              
           80      12000                                                                                                                              
           80      11500                                                                                                                              
           80      11000                                                                                                                              
           80      11000                                                                                                                              
           80      10500                                                                                                                              
           80      10500                                                                                                                              
           80      10000                                                                                                                              
           80      10000                                                                                                                              
           80      10000                                                                                                                              
           80       9600                                                                                                                              
           80       9500                                                                                                                              
           80       9500                                                                                                                              
           80       9500                                                                                                                              
           80       9000                                                                                                                              
           80       9000                                                                                                                              
           80       8800                                                                                                                              
           80       8600                                                                                                                              
           80       8400                                                                                                                              
           80       8000                                                                                                                              
           80       8000                                                                                                                              
           80       7500                                                                                                                              
           80       7500                                                                                                                              
           80       7400                                                                                                                              
           80       7300                                                                                                                              
           80       7200                                                                                                                              
           80       7000                                                                                                                              
           80       7000                                                                                                                              
           80       6800                                                                                                                              
           80       6400                                                                                                                              
           80       6200                                                                                                                              
           80       6200                                                                                                                              
           80       6100                                                                                                                              
           90      24000                                                                                                                              
           90      17000                                                                                                                              
           90      17000                                                                                                                              
          100      12008                                                                                                                              
          100       9000                                                                                                                              
          100       8200                                                                                                                              
          100       7800                                                                                                                              
          100       7700                                                                                                                              
          100       6900                                                                                                                              
          110      12008                                                                                                                              
          110       8300                                                                                                                              
                    7000                                                                                                                              

107 rows selected.

SQL> spool off;
SQL> s
SP2-0042: unknown command "s" - rest of line ignored.
SQL> 
SQL> 
SQL> 
SQL> 
SQL> desc dual;
 Name                                                                                Null?    Type
 ----------------------------------------------------------------------------------- -------- --------------------------------------------------------
 DUMMY                                                                                        VARCHAR2(1)

SQL> set line 500
SQL> desc dual;
 Name                                                                                                                                                                                                                                                                                                  Null?    Type
 ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- -------- ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 DUMMY                                                                                                                                                                                                                                                                                                          VARCHAR2(1)

SQL> desc dual;
 Name                                                                                                                                                                                                                                                                                                  Null?    Type
 ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- -------- ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 DUMMY                                                                                                                                                                                                                                                                                                          VARCHAR2(1)

SQL> set line 200
SQL> desc dual;
 Name                                                                                                              Null?    Type
 ----------------------------------------------------------------------------------------------------------------- -------- ----------------------------------------------------------------------------
 DUMMY                                                                                                                      VARCHAR2(1)

SQL> select 'Arisha' from employees;

'ARISH                                                                                                                                                                                                  
------                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
Arisha                                                                                                                                                                                                  
